section,section_id,section_sis_id,submitted,attempt,"4389717: Orientation Question 01
Which AI ChatBots do you use regularly?",1.0,"4489823: Orientation Question 01 (follow up)
If you answered ""Other"" above, which (and perhaps why, if you'd like to share)?",1.0,"4489822: Orientation Question 02
How much do you rely on AI ChatBots?",1.0,"4389718: Orientation Question 03
Have you ever used ChatBot to help with coding?",1.0,"4421347: Orientation Question 04
Do you think a ChatBot could help support someone doing the kind of statistical and data science analyses taught in STA130?",1.0,"4389719: Orientation Question 05
Do you think a ChatBot could contribute significantly to your learning process and experience in STA130?",1.0,"4389725: Orientation Question 06
What is your main concern about taking STA130?",0.0,n correct,n incorrect,score
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:59 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Moderately,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:51 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:50 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I have never coded in my life before and I am nervous about doing poorly or getting lost very easily. I am also nervous about not getting the help I need as I do want to succeed in this class. I am a first year as well so that adds to the stress.,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:42 UTC,1,ChatGPT (free tier),1.0,I did not answer other. ,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I have very little coding and statistical analysis experience.,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:42 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,N/A,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,how to achieve high score ,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:33 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:17:21 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"Not understanding how to approach the HW problems, being confused during lectures, unsure of what's going on",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:16:51 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,Lack of python experience,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:16:46 UTC,1,"ChatGPT (free tier),Other",0.0,"coze, but now it is not free

you can set your own chat bot with it without coding skill",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,learn about statistic,0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 18:16:24 UTC,1,"ChatGPT (free tier),I don't use a ChatBot regularly",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Understanding the basics of statistics,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 17:46:36 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"I am not familiar with many coding and computer science knowledge, so I will trying to read more materials and books to learn,",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 17:25:47 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"i do not have any related experience on coding, programming even computer, during my passing study years rarely touch chatbot the like.",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 16:54:03 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 16:21:35 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,nothing,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 15:55:48 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Relatively high requirement in coding that a bit higher than I expected.,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 15:48:11 UTC,1,ChatGPT (free tier),1.0,NA,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"I am a bit confused what is going on in the lecture...

 ",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 15:46:18 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,I mainly concern about the fact that sometimes may not follow up what’s going on during lectures,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 15:37:22 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Lack of experience in coding,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 15:00:08 UTC,1,ChatGPT (free tier),1.0,NA,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I felt a bit difficult on programming. ,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:48:59 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,"STA130 is hard for me to learn it as it is mostly based on Python, and I'm really new in coding, so it would be very difficult for me to figure out what should I use in each steps.",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:33:06 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"I don't use chatbots often so I am a bit worried of not being able to get the information I need from them. I do, however, think that with practice, I will get more used to it and it will be a skill that seems like it will be indispensable with the popularization of AI",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:32:31 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:32:06 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,na,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,"not able to follow the pace of the lecture
having a hard time on finishing the homework",0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:31:41 UTC,1,Microsoft Copilot,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I can't catch up with this course!,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:30:39 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Minimally,1.0,"I am concerned that I am expected to use chatbots.

Call me a purist, but I heavily dislike the idea of learning from a source that could hallucinate, and much prefer human pedagogical standards.

I also love reading documentation. >:)",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:30:25 UTC,1,ChatGPT (free tier),1.0,I choose the first choice in Q1.,0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"Emmm actually it's the first time I contrast with courses about statistics because if I wanna enroll the major of mathematics, it is necessary. Therefore, I don't have any experience about it, which is the first point I concern about. Secondly, I never try program of Python before so the process of programming is also one of challenging,",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:29:59 UTC,1,I don't use a ChatBot regularly,0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Not understanding how to code/analyze data with coding,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:29:47 UTC,1,"ChatGPT (paid subscription),Other",0.0,"DeepL, nice translator.",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,How I can get an A+,0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:29:31 UTC,1,I don't use a ChatBot regularly,0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,"Understanding the topics, because from the start of the course I feel I am completely lost and most of the guidance is just ""ask to the chatbot"". The homework is very complicated having in account the teaching that has been given to us.",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:29:15 UTC,1,ChatGPT (free tier),1.0,"",0.0,Tremendously,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:29:08 UTC,1,Other,0.0,I use Github Copilot due to its great integration with IDEs. (Actually does Github Copilot even count as a Chatbot???),0.0,Minimally,1.0,Tremendously,0.0,Minimally,1.0,Minimally,1.0,I see that STA130 actually relies a lot on and forces us to use chatbots... While I am really the type that doesn't really like to rely on chatbots to help ME to MY work...,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:28:43 UTC,1,I don't use a ChatBot regularly,0.0,N/a,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Ngl kinda confused about the whole course and how it’s gonna pan out but we will see. Never thought I would have to code for stats but here we are 😭,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:28:36 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Not having enough knowledge in coding beforehand and falling behind,0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:28:17 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,maybe don't know how to use the ChatBot,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:28:15 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,programming skill,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:28:00 UTC,1,ChatGPT (paid subscription),0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"My main concern about taking this course is the grade, and I did not learn a lot of python before.",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:27:57 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Maybe the lack of cautions on requirements or documents?,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:27:52 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription),Microsoft Copilot",0.0,I only use ChatGPT and Copilot.,0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"I never code with Python before this class, and I worry this disadvantage may affect my mark much.",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:27:42 UTC,1,ChatGPT (free tier),1.0,ChatGPT,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Understanding coding.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:27:34 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,"I only used vs code for coding, im not very used to juputer hub",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:27:26 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,I can't understand the lectures well,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:27:16 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Not being able to keep up with the fast paced learning,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:49 UTC,1,I don't use a ChatBot regularly,0.0,N/A,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,I feel like the class is depending on me to have a much more significant background with python and coding than I actually do.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:47 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,My main concern is that I do not have a lot of experience with Python and Python notebooks vs other IDE's and coding languages,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:46 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,n/a,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"not understanding python, code and lectures going too fast, not enough clarity on homewokr",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:40 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"Just the complication of the course, I've never worked with coding or python.",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:40 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Assignments,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:32 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription),Microsoft Copilot",0.0,"I did not answer ""other""",0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,The course was less mathematics more coding.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:25 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,My main concern is that my lack of experience in coding will hinder my performance in this class.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:17 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Minimally,1.0,Minimally,1.0,I'm way too experienced in coding and data science already. So its been just soo boring. I hate having to use chatbots for the most basic of questions to get a good mark so I can get into my stat major (it's mandatory). ,0.0,6,1,4.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:13 UTC,1,ChatGPT (free tier),1.0,N/A,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Staying ahead and not falling behind on my work and learning.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:07 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,the amount of coding is more than I expected,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:26:06 UTC,1,ChatGPT (free tier),1.0,none,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I don't know anything about Python🥲,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:52 UTC,1,I don't use a ChatBot regularly,0.0,Didn't find a need to.,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,More chatbot than person talking.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:39 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Minimally,1.0,"",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:35 UTC,1,ChatGPT (free tier),1.0,-,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Tremendously,0.0,-,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:34 UTC,1,ChatGPT (free tier),1.0,.,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Learning Python.,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:30 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"That since the course is based in python, I won't know a lot about the error codes, and not know how to fix it.",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:27 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,Lectures are moving very fast,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:24 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:21 UTC,1,"ChatGPT (free tier),Other",0.0,poe.com. It is also very convenient.,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,I have no coding experience.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:21 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,i have no coding experience and a lot of things that are talked about i have no idea what it means,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:13 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,"",0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,The assignments and projects,0.0,2,5,0.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:11 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Tremendously,0.0,"",0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:09 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:25:00 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Tremendously,0.0,"I struggle to see the board, and to follow fast-paced lectures. ",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:57 UTC,1,ChatGPT (free tier),1.0,I use chatgpt only,0.0,Minimally,1.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,I don't know coding and don't understand anything,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:53 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,it might be too difficult to those who have never learned coding,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:48 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,"",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:46 UTC,1,ChatGPT (free tier),1.0,na,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,none,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:36 UTC,1,"ChatGPT (free tier),Other",0.0,"Google Gemini, NotebookLM",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I'm scared that I will get into the bad habit of copying and pasting code without really understanding what the code means :(,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:33 UTC,1,"ChatGPT (free tier),ChatGPT (paid subscription)",0.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Not understanding the lecture material. ,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:24:12 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,Having no programming experience. ,0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:23:56 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I won't be able to keep up,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:23:50 UTC,1,ChatGPT (free tier),1.0,"",0.0,Moderately,0.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,I don't know anything about coding so I feel like I'm gonna have lots of trouble catching up,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:23:49 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"The difficulty of the work and how fast paced the class is, especially since I am taking CSC108 in advance rather than concurrently.",0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:23:29 UTC,1,ChatGPT (free tier),1.0,n/a,0.0,Tremendously,0.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,i dont know how to code at all im worried,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 14:22:08 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,It is convenient to summarize message.,0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,The code can’t run.,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 13:53:00 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,I'm not very good at coding,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 13:28:06 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"",0.0,5,2,3.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 13:03:26 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Tremendously,0.0,lack of experience using computer programming tools and programming languages,0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 12:54:12 UTC,1,ChatGPT (free tier),1.0,"N/A

 ",0.0,Moderately,0.0,Tremendously,0.0,Moderately,0.0,Moderately,0.0,"I’ve never learnt about coding with python before my last 18 years. The same to many statistics contents since IB Math AA doesn’t focus on statistics.

I feel anxious about this 

 

 ",0.0,3,4,1.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 12:30:12 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,I don’t know whether I could learn the required statistical ability as AIs could do most of the analysis and coding for me…,0.0,4,3,2.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 12:25:17 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,Moderately,0.0,Not being able to keep up with prof teaching/lecture/material; not understanding the concepts,0.0,4,3,2.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 12:25:14 UTC,1,ChatGPT (free tier),1.0,"",0.0,Minimally,1.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,"Fast workload, expectation of prior knowledge ",0.0,5,2,3.0
STA130H1-F-LEC0201-20249,345979,STA130H1-F-LEC0201-20249,2024-09-09 11:48:53 UTC,1,"ChatGPT (free tier),Microsoft Copilot",0.0,N/A,0.0,Moderately,0.0,Minimally,1.0,Moderately,0.0,Moderately,0.0,My main concern is about taking STA130 is that we become too reliant on the ChatBots,0.0,3,4,1.0
STA130H1-F-LEC0101-20249,345972,STA130H1-F-LEC0101-20249,2024-09-09 04:10:42 UTC,1,I don't use a ChatBot regularly,0.0,"",0.0,Minimally,1.0,Minimally,1.0,Tremendously,0.0,Moderately,0.0,the lack of programming skills,0.0,4,3,2.0
